name,ID,STIX ID,description,collection layers,platforms,created,modified,type,version,url,contributors
Scheduled Job,DS0003,x-mitre-data-source--c9ddfb51-eb45-4e22-b614-44ac1caa7883,"Automated tasks that can be executed at a specific time or on a recurring schedule running in the background (ex: Cron daemon, task scheduler, BITS)(Citation: Microsoft Tasks)","Container, Host","Containers, ESXi, Linux, Windows, macOS",20 October 2021,,datasource,1.1,https://attack.mitre.org/datasources/DS0003,Center for Threat-Informed Defense (CTID)
Scheduled Job: Scheduled Job Creation,,x-mitre-data-component--f42df6f0-6395-4f0c-9376-525a031f00c3,"The establishment of a task or job that will execute at a predefined time or based on specific triggers.

*Data Collection Measures: *

- Windows Event Logs:
    - Event ID 4698 (Scheduled Task Created) – Detects the creation of new scheduled tasks.
    - Event ID 4702 (Scheduled Task Updated) – Identifies modifications to existing scheduled jobs.
    - Event ID 106 (TaskScheduler Operational Log) – Provides details about scheduled task execution.
- Sysmon (Windows):
    - Event ID 1 (Process Creation) – Detects the execution of suspicious tasks started by `schtasks.exe`, `at.exe`, or `taskeng.exe`.
- Linux/macOS Monitoring:
    - AuditD: Monitor modifications to `/etc/cron*`, `/var/spool/cron/`, and `crontab` files.
    - Syslog: Capture cron job execution logs from `/var/log/cron`.
    - OSQuery: Query the `crontab` and `launchd` tables for scheduled job configurations.
- Endpoint Detection and Response (EDR) Tools:
    - Track scheduled task creation and modification events.
- SIEM & XDR Detection Rules:
    - Monitor for scheduled jobs created by unusual users.
    - Detect tasks executing scripts from non-standard directories.",,,20 October 2021,,datacomponent,1.1,,
Scheduled Job: Scheduled Job Metadata,,x-mitre-data-component--7b375092-3a61-448d-900a-77c9a4bde4dc,"Contextual data about a scheduled job, which may include information such as name, timing, command(s), etc.",,,20 October 2021,,datacomponent,1.0,,
Scheduled Job: Scheduled Job Modification,,x-mitre-data-component--faa34cf6-cf32-4dc9-bd6a-8f7a606ff65b,"Changes made to an existing scheduled job, including modifications to its execution parameters, command payload, or execution timing.",,,20 October 2021,,datacomponent,1.0,,
Script,DS0012,x-mitre-data-source--12c1e727-7fa4-49b6-af81-366ed2ce231e,"A file or stream containing a list of commands, allowing them to be launched in sequence(Citation: Microsoft PowerShell Logging)(Citation: FireEye PowerShell Logging)(Citation: Microsoft AMSI)",Host,"ESXi, Windows",20 October 2021,,datasource,1.2,https://attack.mitre.org/datasources/DS0012,Center for Threat-Informed Defense (CTID)
Script: Script Execution,,x-mitre-data-component--9f387817-df83-432a-b56b-a8fb7f71eedd,"The execution of a text file that contains code via the interpreter.

*Data Collection Measures:*

- Windows Event Logs:
    - Event ID 4104 (PowerShell Script Block Logging) – Captures full command-line execution of PowerShell scripts.
    - Event ID 4688 (Process Creation) – Detects script execution by tracking process launches (`powershell.exe`, `wscript.exe`, `cscript.exe`).
    - Event ID 5861 (Script Execution) – Captures script execution via Windows Defender AMSI logging.
- Sysmon (Windows):
    - Event ID 1 (Process Creation) – Monitors script execution initiated by scripting engines.
    - Event ID 11 (File Creation) – Detects new script files written to disk before execution.
- Endpoint Detection and Response (EDR) Tools:
    - Track script execution behavior, detect obfuscated commands, and prevent malicious scripts.
- PowerShell Logging:
    - Enable Module Logging: Logs all loaded modules and cmdlets.
    - Enable Script Block Logging: Captures complete PowerShell script execution history.
- SIEM Detection Rules:
    - Detect script execution with obfuscated, encoded, or remote URLs.
    - Alert on script executions using `-EncodedCommand` or `iex(iwr)`.",,,20 October 2021,,datacomponent,1.2,,
Sensor Health,DS0013,x-mitre-data-source--4523e7f3-8de2-4078-96f8-1227eb537159,"Information from host telemetry providing insights about system status, errors, or other notable functional activity",Host,"Android, Linux, Windows, iOS, macOS",20 October 2021,,datasource,1.1,https://attack.mitre.org/datasources/DS0013,Center for Threat-Informed Defense (CTID)
Sensor Health: Host Status,,x-mitre-data-component--85a533a4-5fa4-4dba-b45d-f0717bedd6e6,"Logging, messaging, and other artifacts that highlight the health and operational state of host-based security sensors, such as Endpoint Detection and Response (EDR) agents, antivirus software, logging services, and system monitoring tools. Monitoring sensor health is essential for detecting misconfigurations, sensor failures, tampering, or deliberate security control evasion by adversaries.

*Data Collection Measures:*

- Windows Event Logs:
    - Event ID 1074 (System Shutdown): Detects unexpected system reboots/shutdowns.
    - Event ID 6006 (Event Log Stopped): Logs when Windows event logging is stopped.
    - Event ID 16 (Sysmon): Detects configuration state changes that may indicate log tampering.
    - Event ID 12 (Windows Defender Status Change) – Detects changes in Windows Defender state.
- Linux/macOS Monitoring:
    - `/var/log/syslog`, `/var/log/auth.log`, `/var/log/kern.log`
    - Journald (journalctl) for kernel and system alerts.
- Endpoint Detection and Response (EDR) Tools:
    - Monitor agent health status, detect sensor tampering, and alert on missing telemetry.
- Mobile Threat Intelligence Logs:
    - Samsung Knox, SafetyNet, iOS Secure Enclave provide sensor health status for mobile endpoints.",,,20 October 2021,,datacomponent,1.1,,
Service,DS0019,x-mitre-data-source--d710099e-df94-4be4-bf85-cabd30e912bb,"A computer process that is configured to execute continuously in the background and perform system tasks, in some cases before any user has logged in(Citation: Microsoft Services)(Citation: Linux Services Run Levels)",Host,"ESXi, Linux, Windows, macOS",20 October 2021,,datasource,1.1,https://attack.mitre.org/datasources/DS0019,Center for Threat-Informed Defense (CTID)
Service: Service Creation,,x-mitre-data-component--5297a638-1382-4f0c-8472-0d21830bf705,"The registration of a new service or daemon on an operating system.

*Data Collection Measures:*

- Windows Event Logs
    - Event ID 4697 - Captures the creation of a new Windows service.
    - Event ID 7045 - Captures services installed by administrators or adversaries.
    - Event ID 7034 - Could indicate malicious service modification or exploitation.
- Sysmon Logs
    - Sysmon Event ID 1 - Process Creation (captures service executables).
    - Sysmon Event ID 4 - Service state changes (detects service installation).
    - Sysmon Event ID 13 - Registry modifications (captures service persistence changes).
- PowerShell Logging
    - Monitor `New-Service` and `Set-Service` PowerShell cmdlets in Event ID 4104 (Script Block Logging).
- Linux/macOS Collection Methods
    - AuditD & Syslog Daemon Logs (`/var/log/syslog`, `/var/log/messages`, `/var/log/daemon.log`)
    - AuditD Rules:
        - `auditctl -w /etc/systemd/system -p wa -k service_creation`
        - Detects changes to `systemd` service configurations.
- Systemd Journals (`journalctl -u <service_name>`)
    - Captures newly created systemd services.
- LaunchDaemons & LaunchAgents (macOS)
    - Monitor `/Library/LaunchDaemons/` and `/Library/LaunchAgents/` for new plist files.",,,20 October 2021,,datacomponent,1.1,,
Service: Service Metadata,,x-mitre-data-component--74fa567d-bc90-425c-8a41-3c703abb221c,"Contextual data about a service/daemon, which may include information such as name, service executable, start type, etc.",,,20 October 2021,,datacomponent,1.0,,
Service: Service Modification,,x-mitre-data-component--66531bc6-a509-4868-8314-4d599e91d222,"Changes made to an existing service or daemon, such as modifying the service name, start type, execution parameters, or security configurations.

*Data Collection Measures: *

- Windows Event Logs
    - Event ID 7040 - Detects modifications to the startup behavior of a service.
    - Event ID 7045 - Can capture changes made to existing services.
    - Event ID 7036 - Tracks when services start or stop, potentially indicating malicious tampering.
    - Event ID 4697 - Can detect when an adversary reinstalls a service with different parameters.
- Sysmon Logs
    - Sysmon Event ID 13 - Detects changes to service configurations in the Windows Registry (e.g., `HKLM\SYSTEM\CurrentControlSet\Services\`).
    - Sysmon Event ID 1 - Can track execution of `sc.exe` or `PowerShell Set-Service`.
- PowerShell Logging
    - Event ID 4104 (Script Block Logging) - Captures execution of commands like `Set-Service`, `New-Service`, or `sc config`.
    - Command-Line Logging (Event ID 4688) - Tracks usage of service modification commands:
        - `sc config <service_name> start= auto`  
        - `sc qc <service_name>`  
- Linux/macOS Collection Methods
    - Systemd Journals (`journalctl -u <service_name>`) Tracks modifications to systemd service configurations.
    - Daemon Logs (`/var/log/syslog`, `/var/log/messages`, `/var/log/daemon.log`) Captures changes to service state and execution parameters.
    - AuditD Rules for Service Modification 
        - Monitor modifications to `/etc/systemd/system/` for new or altered service unit files: `auditctl -w /etc/systemd/system/ -p wa -k service_modification`
        - Track execution of `systemctl` or `service` commands: `auditctl -a always,exit -F arch=b64 -S execve -F a0=systemctl -F key=service_mod`
    - OSQuery for Linux/macOS Monitoring
        - Query modified services using OSQuery’s `processes` or `system_info` tables: `SELECT * FROM systemd_units WHERE state != 'running';`
    - macOS Launch Daemon/Agent Modification
        - Monitor for changes in:
            - `/Library/LaunchDaemons/`
            - `/Library/LaunchAgents/`
        - Track modifications to `.plist` files indicating persistence attempts.",,,20 October 2021,,datacomponent,1.1,,
Snapshot,DS0020,x-mitre-data-source--6d7de3b7-283d-48f9-909c-60d123d9d768,"A point-in-time copy of cloud volumes (files, settings, etc.) that can be created and/or deployed in cloud environments(Citation: Microsoft Snapshot)(Citation: Amazon Snapshots)",Cloud Control Plane,IaaS,20 October 2021,,datasource,1.0,https://attack.mitre.org/datasources/DS0020,Center for Threat-Informed Defense (CTID)
Snapshot: Snapshot Creation,,x-mitre-data-component--3da222e6-53f3-451c-a239-0b405c009432,"The process of taking a point-in-time copy of a cloud storage volume (files, settings, configurations, etc.), virtual machine (VM), or database that can be created and deployed in cloud environments.

*Data Collection Measures:*

- Cloud Platform Logs (IaaS)
    - AWS CloudTrail Logs: Monitor API calls related to snapshot creation (`CreateSnapshot`).
    - Azure Monitor Logs: Track snapshot creation (`Microsoft.Compute/snapshots/write`).
    - Google Cloud Logging: Detect `compute.disks.createSnapshot`.",,,20 October 2021,,datacomponent,1.1,,
Snapshot: Snapshot Deletion,,x-mitre-data-component--16e07530-764b-4d83-bae0-cdbfc31bf21d,"The removal of a point-in-time backup of a cloud storage volume, virtual machine (VM), or database.

*Data Collection Measures:*

- AWS CloudTrail
    - Logs `DeleteSnapshot` API calls in EC2, RDS, and EBS services.
- Azure Monitor Logs
    - Tracks snapshot deletions via `Microsoft.Compute/snapshots/delete` API calls.
- Google Cloud Logging
    - Detects snapshot removal through `compute.disks.deleteSnapshot` events.",,,20 October 2021,,datacomponent,1.1,,
Snapshot: Snapshot Enumeration,,x-mitre-data-component--ffd73905-2e51-4f2d-8549-e72fb0eb6c38,"The process of listing or retrieving metadata about existing snapshots in a cloud environment.

*Data Collection Measures:*

- AWS CloudTrail
    - Logs API calls such as `DescribeSnapshots`, `ListSnapshots`, and `GetSnapshotAttributes`.
- Azure Monitor Logs
    - Tracks snapshot enumeration via `Microsoft.Compute/snapshots/read`.
- Google Cloud Logging
    - Detects snapshot listing through `compute.disks.listSnapshots`.
",,,20 October 2021,,datacomponent,1.1,,
Snapshot: Snapshot Metadata,,x-mitre-data-component--8bc66f94-54a9-4be4-bdd1-fe90df643774,"Contextual data about a snapshot, which may include information such as ID, type, and status",,,20 October 2021,,datacomponent,1.0,,
Snapshot: Snapshot Modification,,x-mitre-data-component--f1eb6ea9-f3ab-414f-af35-2d5427199984,"Changes made to a cloud snapshot's metadata, attributes, or control settings. These modifications may involve adjusting access permissions, changing retention policies, or altering encryption settings. 

*Data Collection Measures:*

- AWS CloudTrail
    - Tracks API calls such as `ModifySnapshotAttribute`, `ResetSnapshotAttribute`, and `ModifySnapshotTier`.
- Azure Monitor Logs
    - Logs changes via `Microsoft.Compute/snapshots/write`.
- Google Cloud Logging
    - Captures modifications through `compute.snapshots.setIamPolicy` and `compute.snapshots.patch`.",,,20 October 2021,,datacomponent,1.1,,
User Account,DS0002,x-mitre-data-source--0b4f86ed-f4ab-46a3-8ed1-175be1974da6,"A profile representing a user, device, service, or application used to authenticate and access resources","Cloud Control Plane, Container, Host","Containers, ESXi, IaaS, Identity Provider, Linux, Office Suite, SaaS, Windows, macOS",20 October 2021,,datasource,1.2,https://attack.mitre.org/datasources/DS0002,Center for Threat-Informed Defense (CTID)
User Account: User Account Authentication,,x-mitre-data-component--a953ca55-921a-44f7-9b8d-3d40141aa17e,"An attempt (successful and failed login attempts) by a user, service, or application to gain access to a network, system, or cloud-based resource. This typically involves credentials such as passwords, tokens, multi-factor authentication (MFA), or biometric validation.

*Data Collection Measures:*

- Host-Based Authentication Logs
    - Windows Event Logs
        - Event ID 4776 – NTLM authentication attempt.
        - Event ID 4624 – Successful user logon.
        - Event ID 4625 – Failed authentication attempt.
        - Event ID 4648 – Explicit logon with alternate credentials.
    - Linux/macOS Authentication Logs
        - `/var/log/auth.log`, `/var/log/secure` – Logs SSH, sudo, and other authentication attempts.
        - AuditD – Tracks authentication events via PAM modules.
        - macOS Unified Logs – `/var/db/diagnostics` captures authentication failures.
- Cloud Authentication Logs
    - Azure AD Logs
        - Sign-in Logs – Tracks authentication attempts, MFA challenges, and conditional access failures.
        - Audit Logs – Captures authentication-related configuration changes.
        - Microsoft Graph API – Provides real-time sign-in analytics.
    - Google Workspace & Office 365
        - Google Admin Console – `User Login Report` tracks login attempts and failures.
        - Office 365 Unified Audit Logs – Captures logins across Exchange, SharePoint, and Teams.
    - AWS CloudTrail & IAM
        - Tracks authentication via `AWS IAM AuthenticateUser` and `sts:GetSessionToken`.
        - Logs failed authentications to AWS Management Console and API requests.
- Container Authentication Monitoring
    - Kubernetes Authentication Logs
        - kubectl audit logs – Captures authentication attempts for service accounts and admin users.
        - Azure Kubernetes Service (AKS) and Google Kubernetes Engine (GKE) – Logs IAM authentication events.",,,20 October 2021,,datacomponent,1.2,,
User Account: User Account Creation,,x-mitre-data-component--deb22295-7e37-4a3b-ac6f-c86666fbe63d,"The initial establishment of a new user, service, or machine account within an operating system, cloud environment, or identity management system.

*Data Collection Measures:*

- Host-Based Logging
    - Windows Event Logs
        - Event ID 4720 – A new user account was created.
        - Event ID 4732/4735 – A user was added to a privileged group.
        - Event ID 4798 – Enumeration of user accounts.
    - Linux/macOS Authentication Logs
        - `/var/log/auth.log`, `/var/log/secure` – Logs `useradd`, `adduser`, `passwd`, and `groupmod` activities.
        - AuditD – Detects new account creation via PAM (`useradd`, `usermod`).
        - OSQuery – The `users` table tracks newly created accounts.
- Cloud-Based Logging
    - Azure AD Logs
        - Azure AD Audit Logs – Tracks new user and service account creation.
        - Azure Graph API – Provides logs on new account provisioning.
    - AWS IAM & CloudTrail Logs
        - CreateUser, CreateRole – Tracks new IAM user creation.
        - AttachRolePolicy – Identifies privilege escalation via account creation.
    - Google Workspace & Office 365 Logs
        - Google Admin Console – Logs user creation in User Accounts API.
        - Microsoft 365 Unified Audit Log – Tracks new account provisioning.
- Container & Network Account Creation Logs
    - Kubernetes Account Creation Logs
        - kubectl audit logs – Detects new service account provisioning.
        - GKE/Azure AKS Logs – Track new container service accounts.",,,20 October 2021,,datacomponent,1.1,,
User Account: User Account Deletion,,x-mitre-data-component--d6257b8e-869c-41c0-8731-fdca40858a91,"The removal of a user, service, or machine account from an operating system, cloud identity management system, or directory service.

*Data Collection Measures:*

- Host-Based Logging
    - Windows Event Logs
        - Event ID 4726 – A user account was deleted.
        - Event ID 4733/4735 – A user was removed from a privileged group.
        - Event ID 1102 – Security log was cleared (potential cover-up).
    - Linux/macOS Authentication Logs
        - `/var/log/auth.log`, `/var/log/secure` – Logs `userdel`, `deluser`, `passwd -l`.
        - AuditD – Tracks account deletions via PAM events (`userdel`).
        - OSQuery – The `users` table can detect account removal.
- Cloud-Based Logging
    - Azure AD Logs
        - Azure AD Audit Logs – Tracks user and service account deletions.
        - Azure Graph API – Monitors identity changes.
    - AWS IAM & CloudTrail Logs
        - `DeleteUser`, `DeleteRole` – Tracks IAM user deletion.
        - DetachRolePolicy – Identifies privilege revocation before deletion.
    - Google Workspace & Office 365 Logs
        - Google Admin Console – Logs user removal activities.
        - Microsoft 365 Unified Audit Log – Captures deleted accounts in Active Directory.
- Container & Network Account Deletion Logs
    - Kubernetes Service Account Deletion
        - kubectl audit logs – Detects when service accounts are removed from pods.
        - GKE/Azure AKS Logs – Track containerized identity removals.",,,20 October 2021,,datacomponent,1.1,,
User Account: User Account Metadata,,x-mitre-data-component--b5d0492b-cda4-421c-8e51-ed2b8d85c5d0,"Contextual data about an account, which may include a username, user ID, environmental data, etc.",,,20 October 2021,,datacomponent,1.0,,
User Account: User Account Modification,,x-mitre-data-component--d27b0089-2c39-4b6c-84ff-303e48657e77,"Changes made to an existing user, service, or machine account, including alterations to attributes, permissions, roles, authentication methods, or group memberships.

*Data Collection Measures:*

- Host-Based Logging
    - Windows Event Logs
        - Event ID 4738 – A user account was changed.
        - Event ID 4725 – A user account was disabled.
        - Event ID 4724 – An attempt was made to reset an account's password.
        - Event ID 4767 – A user account was unlocked.
    - Linux/macOS Authentication Logs
        - `/var/log/auth.log`, `/var/log/secure` – Tracks account modifications (`usermod`, `chage`, `passwd`).
        - AuditD – Monitors account changes (`useradd`, `usermod`, `gpasswd`).
        - OSQuery – Queries the `users` table for recent modifications.
- Cloud-Based Logging
    - Azure AD Logs
        - Azure AD Audit Logs – Tracks modifications to users and security groups.
        - Azure Graph API – Captures changes to authentication policies and MFA settings.
    - AWS IAM & CloudTrail Logs
        - `ModifyUser`, `UpdateLoginProfile` – Captures changes to IAM user attributes.
        - `AttachUserPolicy`, `AddUserToGroup` – Detects policy and group modifications.
    - Google Workspace & Office 365 Logs
        - Google Admin Console – Logs account changes, role modifications, and group membership updates.
        - Microsoft 365 Unified Audit Log – Captures modifications to security settings and privileged account changes.
- Container & Network Account Modification Logs
    - Kubernetes Service Account Changes
        - kubectl audit logs – Detects service account modifications in Kubernetes clusters.
        - GKE/Azure AKS Logs – Monitors role and permission changes.",,,20 October 2021,,datacomponent,1.1,,
Volume,DS0034,x-mitre-data-source--b0b6d26f-3747-4444-ac7a-239a6ff80cb5,"Block object storage hosted on-premise or by third-party providers, typically made available to resources as virtualized hard drives(Citation: Amazon S3)(Citation: Azure Blob Storage)(Citation: Google Cloud Storage)","Cloud Control Plane, Host","IaaS, Linux, Windows, macOS",20 October 2021,,datasource,1.0,https://attack.mitre.org/datasources/DS0034,Center for Threat-Informed Defense (CTID)
Volume: Volume Creation,,x-mitre-data-component--dad75cc7-5bae-4175-adb4-ca1962d8650e,"The initial provisioning of block storage volumes in cloud or on-prem environments, typically used for data storage, backup, or workload scaling.

*Data Collection Measures:*

- Cloud-Based Logging & Monitoring
    - AWS CloudTrail
        - `CreateVolume` – Logs the creation of new Amazon Elastic Block Store (EBS) volumes.
        - `RunInstances` – Can be correlated to detect automatic volume provisioning.
    - Azure Monitor & Log Analytics
        - `Microsoft.Compute/disks/write` – Captures creation of new managed/unmanaged disks.
        - `Microsoft.Storage/storageAccounts/write` – Detects creation of new Azure Blob Storage volumes.
    - Google Cloud Logging (GCP)
        - `compute.disks.insert` – Tracks new persistent disk creation.
        - `compute.instances.attachDisk` – Logs attachment of a volume to a running VM.
    - OpenStack Logs
        - `volume.create` – Captures new storage volume provisioning.
        - `cinder.volume.create` – Logs OpenStack Cinder block storage creation.
- Host-Based & SIEM Detection
    - Linux/macOS System Logs
        - `/var/log/syslog` & `/var/log/messages` – Detects new mount points or attached storage.
        - `dmesg | grep ""new disk""` – Identifies kernel messages for volume attachment.
        - AuditD: Tracks `mkfs` (filesystem creation) for new volume provisioning.
    - Windows Event Logs
        - Event ID 1006 (Storage Management Events) – Captures disk volume creation.
        - Event ID 5145 (Object Access: File Share) – Detects access to newly created storage shares.",,,20 October 2021,,datacomponent,1.1,,
Volume: Volume Deletion,,x-mitre-data-component--3acecdde-c327-4498-9bb8-33a2e63c6c57,"The removal of a cloud-based or on-premise block storage volume. This action permanently deletes the allocated storage and may result in data loss if not backed up.

*Data Collection Measures:*

- Cloud Logging & APIs
    - AWS CloudTrail Logs
        - `eventName: DeleteVolume` (tracks volume deletions)
    - Azure Monitor Logs
        - `operationName: Microsoft.Compute/disks/delete`
        - `status: Success | Failure` (flag unauthorized delete attempts)
    - Google Cloud Audit Logs
        - `protoPayload.methodName: ""v1.compute.disks.delete""`
        - `authenticationInfo.principalEmail` (identifies the user deleting the volume)
- System & Host-Based Logging
    - Linux & macOS Logs:
        - `/var/log/syslog` or `/var/log/messages` for volume detach/deletion actions
    - Windows Event Logs:
        - Event ID 98 (Storage Class Memory)
        - Event ID 225 (Volume Removal Detected)
        - Event ID 12 (Disk Removal Notification)",,,20 October 2021,,datacomponent,1.1,,
Volume: Volume Enumeration,,x-mitre-data-component--ec225357-8197-47a4-a9cd-57741d592877,An extracted list of available volumes within a cloud environment (ex: AWS describe-volumes),,,20 October 2021,,datacomponent,1.0,,
Volume: Volume Metadata,,x-mitre-data-component--0f72bf50-35b3-419d-ab95-70f9b6a818dd,"Contextual data about a cloud volume and activity around it, such as id, type, state, and size",,,20 October 2021,,datacomponent,1.0,,
Volume: Volume Modification,,x-mitre-data-component--d46272ce-a0fe-4256-855e-738de7bb63ee,"Changes made to a cloud volume, including its settings and control data (ex: AWS modify-volume)",,,20 October 2021,,datacomponent,1.0,,
WMI,DS0005,x-mitre-data-source--2cd6cc81-d86e-4595-a4f0-43f5519f14e6,The infrastructure for management data and operations that enables local and remote management of Windows personal computers and servers(Citation: Microsoft WMI System Classes)(Citation: Microsoft WMI Architecture),Host,Windows,20 October 2021,,datasource,1.0,https://attack.mitre.org/datasources/DS0005,Center for Threat-Informed Defense (CTID)
WMI: WMI Creation,,x-mitre-data-component--05645013-2fed-4066-8bdc-626b2e201dd4,"Initial construction of a WMI object, such as a filter, consumer, subscription, binding, or providers. 

*Data Collection Measures:*

- Windows Security Event Logs:
    - Event ID 5861 (WMI Permanent Event Subscription)
    - Event ID 5860 (WMI Event Filter Activity)
    - Event ID 5857 (WMI Event Consumer Activity)
- Sysmon Logs:
    - Sysmon Event ID 19 – WMI Event Filter Created
    - Sysmon Event ID 20 – WMI Event Consumer Created
    - Sysmon Event ID 21 – WMI Event Binding Created
- Endpoint Detection & Response (EDR)
    - Detects WMI-based persistence techniques.",,,20 October 2021,,datacomponent,1.1,,
Web Credential,DS0006,x-mitre-data-source--1e26f222-e27e-4bfa-830c-fa4b4f18b5e4,"Credential material, such as session cookies or tokens, used to authenticate to web applications and services(Citation: Medium Authentication Tokens)(Citation: Auth0 Access Tokens)","Cloud Control Plane, Host","Identity Provider, Linux, Office Suite, SaaS, Windows, macOS",20 October 2021,,datasource,1.0,https://attack.mitre.org/datasources/DS0006,
Web Credential: Web Credential Creation,,x-mitre-data-component--5f7c9def-0ddf-423b-b1f8-fb2ddeed0ce3,Initial construction of new web credential material (ex: Windows EID 1200 or 4769),,,20 October 2021,,datacomponent,1.0,,
Web Credential: Web Credential Usage,,x-mitre-data-component--ff93f688-d7a4-49cf-9c79-a14454da8428,An attempt by a user to gain access to a network or computing resource by providing web credentials (ex: Windows EID 1202),,,20 October 2021,,datacomponent,1.0,,
Windows Registry,DS0024,x-mitre-data-source--0f42a24c-e035-4f93-a91c-5f7076bd8da0,"A Windows OS hierarchical database that stores much of the information and settings for software programs, hardware devices, user preferences, and operating-system configurations(Citation: Microsoft Registry)",Host,Windows,20 October 2021,,datasource,1.0,https://attack.mitre.org/datasources/DS0024,
Windows Registry: Windows Registry Key Access,,x-mitre-data-component--ed0dd8aa-1677-4551-bb7d-8da767617e1b,"The action of opening a specific Windows Registry key, typically to read its associated value. This activity can be used for system configuration, application settings retrieval, and security policies.

*Data Collection Measures:*

- Windows Event Logs
    - Event ID 4656 - Handle to an Object was Requested: Logs attempts to open registry keys.
    - Event ID 4663 - An Object was Accessed: Captures read/write operations on registry keys.
    - Event ID 4657 - Registry Value Modification: Useful for detecting changes to registry keys after being accessed.
- Sysmon
    - Sysmon Event ID 13 - Registry Value Set: Captures modifications to existing registry keys.
- Endpoint Detection and Response (EDR) Solutions
    - Provide telemetry on registry key access activities, especially when linked to suspicious processes.",,,20 October 2021,,datacomponent,1.1,,
Windows Registry: Windows Registry Key Creation,,x-mitre-data-component--7f70fae7-a68d-4730-a83a-f260b9606129,"Initial construction of a new registry key within the Windows operating system. 

*Data Collection Measures:* 

- Windows Event Logs
    - Event ID 4656 - Registry Object Handle Requested: Tracks registry key access, including newly created keys.
    - Event ID 4657 - Registry Value Modification: Detects modifications to an existing registry key after creation.
- Sysmon (System Monitor) for Windows
    - Sysmon Event ID 12 - Registry Key Created: Logs when a new registry key is created.
",,,20 October 2021,,datacomponent,1.1,,
Windows Registry: Windows Registry Key Deletion,,x-mitre-data-component--1177a4c5-31c8-400c-8544-9071166afa0e,"The removal of a registry key within the Windows operating system.

*Data Collection Measures:*

- Windows Event Logs
    - Event ID 4658 - Registry Key Handle Closed: Captures when a handle to a registry key is closed, which may indicate deletion.
    - Event ID 4660 - Object Deleted: Logs when a registry key is deleted.
- Sysmon (System Monitor) for Windows
    - Sysmon Event ID 12 - Registry Key Deleted: Logs when a registry key is removed.
    - Sysmon Event ID 13 - Registry Value Deleted: Captures removal of specific registry values.
- Endpoint Detection and Response (EDR) Solutions
    - Monitor registry deletions for suspicious behavior.",,,20 October 2021,,datacomponent,1.1,,
Windows Registry: Windows Registry Key Modification,,x-mitre-data-component--da85d358-741a-410d-9433-20d6269a6170,"Changes made to an existing registry key or its values. These modifications can include altering permissions, modifying stored data, or updating configuration settings.

*Data Collection Measures:*

- Windows Event Logs
    - Event ID 4657 - Registry Value Modified: Logs changes to registry values, including modifications to startup entries, security settings, or system configurations.
- Sysmon (System Monitor) for Windows
    - Sysmon Event ID 13 - Registry Value Set: Captures changes to specific registry values.
    - Sysmon Event ID 14 - Registry Key & Value Renamed: Logs renaming of registry keys, which may indicate evasion attempts.
- Endpoint Detection and Response (EDR) Solutions
    - Monitor registry modifications for suspicious behavior.",,,20 October 2021,,datacomponent,1.1,,
